feature,coefficient,abs_coefficient,odds_ratio,mean_loco_coef,std_loco_coef
druggable_count,0.3097143306005236,0.3097143306005236,1.3630356809258162,-0.03212909217118743,0.006396031699853206
resistance_score,0.14836636620933574,0.14836636620933574,1.1599377805343396,0.08522731635831653,0.006020652708361252
perturbation_bonus,-0.13407083318389545,0.13407083318389545,0.8745281167984609,0.14834087891087688,0.013549063920580279
combo_tox_score,-0.12945457932239995,0.12945457932239995,0.8785744929587862,-0.05902114957670415,0.020446545624230556
synergy_score,0.08518338720055461,0.08518338720055461,1.0889167417818242,-0.12956413459561145,0.0070657488684807285
coverage,-0.05893544366796262,0.05893544366796262,0.9427676288127202,0.3097909555696405,0.005428206881956979
total_cost,-0.03210537177941295,0.03210537177941295,0.9684045341938488,-0.13848425406460477,0.04178714582969229
