feature,coefficient,abs_coefficient,odds_ratio,mean_loco_coef,std_loco_coef
druggable_count,0.29952686927429245,0.29952686927429245,1.3492202989597055,-0.014857113430708759,0.00753019593517259
hub_penalty,-0.22737612218504108,0.22737612218504108,0.7966210990664875,0.08317318497179985,0.006164588049945169
resistance_score,0.17816970926689393,0.17816970926689393,1.19502811137133,0.17823930036650157,0.01577978633653806
perturbation_bonus,-0.15175445912218752,0.15175445912218752,0.8591992233740671,0.12656149135282713,0.03559723764932444
combo_tox_score,-0.13296602467085578,0.13296602467085578,0.8754948368287203,-0.13292058821689673,0.007213701722243181
coverage,0.12620865572565126,0.12620865572565126,1.1345188674454003,-0.22820976914042512,0.0442203679611367
synergy_score,0.08303792788664724,0.08303792788664724,1.0865830195643087,0.299606695910682,0.0058950259532367395
total_cost,-0.014858646691628879,0.014858646691628879,0.9852511982769467,-0.15534213408382055,0.03433651565469847
